CustomerID,Age,Gender,Location,Tenure,ServiceType,PlanType,VoiceCallMinutes,SMSsent,DataUsageGB,IntlCallMinutes,RoamingCharges,NetworkIssues,DroppedCalls,SupportCalls,DataSpeed,Latency,SatisfactionScore,Churn,PaymentMethod,PaymentHistory,ServiceDowntime,ContractRenewal,CallsPerMonth,SMSPerMonth,SupportCallsPerMonth,IssueRate,LatencyRatio,TechPerformance,SupportToIssueRatio,AvgCallDuration,Cluster,PCA1,PCA2,DistanceFromCenter
3eb762c1-9bed-47ab-814e-4fb4720803a2,18.0,Female,Andreashire,1.0,Prepaid,Basic,1999.0,101.0,41.0,152.0,17.64,2.0,2.0,9.0,68.28,207.23,8.0,1.0,Credit Card,0.0,31.33,0.0,999.5,50.5,4.5,6.5,2.991195150115473,0.3279066416942804,1.8,199.9,2,-0.6051829857844342,30.408591765571273,21.638414245254815
0eff0ccc-25d8-4013-ab50-f65b15046824,30.0,Male,Shawnville,1.0,Postpaid,Basic,654.0,250.0,36.0,28.0,33.37,0.0,2.0,15.0,50.42,230.21,5.0,0.0,Credit Card,1.0,22.49,0.0,327.0,125.0,7.5,8.5,4.477051730844029,0.2180701526750573,5.0,40.875,2,-1.0461393905842775,33.30881212309325,20.894308069345453
ab80dc72-52e1-4ffb-b8ce-92e8ef834431,32.0,Male,New Eric,1.0,Prepaid,Standard,495.0,24.0,23.0,152.0,25.52,10.0,2.0,14.0,50.42,165.93,6.0,1.0,Debit Card,5.0,43.22,1.0,247.5,12.0,7.0,13.0,3.2269544924154028,0.30204277241957705,1.0769230769230769,33.0,2,-0.7119465027205719,30.3284875577098,25.896908974117014
7dda8be1-ddee-40ac-9213-83f8f652dda5,53.0,Female,Paulside,1.0,Prepaid,Premium,1585.0,175.0,30.0,30.0,0.4,10.0,5.0,12.0,50.42,324.43,7.0,1.0,E-Check,5.0,4.6,1.0,792.5,87.5,6.0,13.5,6.309412679891093,0.1549334726362044,0.75,121.92307692307692,2,-1.295138748519423,41.004967965579475,26.56084701402286
4bbc6c3f-cd52-48d1-ac65-47153dca9ccd,21.0,Male,Lake Jontown,1.0,Postpaid,Basic,116.0,7.0,31.0,13.0,8.02,0.0,1.0,15.0,23.83,430.15,2.0,0.0,Credit Card,3.0,-2.36,2.0,58.0,3.5,7.5,8.0,17.323801852597665,0.055270787428969036,7.5,7.25,2,-1.850561830744742,22.071828594806135,24.211120580385895
4cecf3b9-05fc-4e57-85d8-59ce0d603d13,35.0,Female,Ortegatown,1.0,Prepaid,Standard,1897.0,373.0,29.0,296.0,7.2,2.0,0.0,9.0,50.42,496.77,2.0,0.0,E-Check,1.0,30.98,0.0,948.5,186.5,4.5,5.5,9.6610268378063,0.10129176125519819,3.0,189.7,2,-1.5510752234732295,36.166807374071126,23.17102754440783
21226ddb-3aba-4851-90c8-d20f40f24a59,73.0,Female,Bensonstad,1.0,Postpaid,Basic,1790.0,3.0,84.0,157.0,12.32,5.0,3.0,6.0,81.32,87.79,7.0,1.0,Credit Card,2.0,-2.35,2.0,895.0,1.5,3.0,7.0,1.0664480077745386,0.9158689041558733,0.6666666666666666,255.71428571428572,2,1.6674669407417926,23.922919737746597,20.044841361813692
b4c45035-708e-4b55-913c-d1e245a1c253,45.0,Female,Carrieton,1.0,Prepaid,Standard,1705.0,188.0,50.0,191.0,7.36,3.0,1.0,15.0,59.31,336.96,10.0,1.0,Credit Card,5.0,24.02,1.0,852.5,94.0,7.5,9.5,5.587133145415353,0.17549414131849925,3.0,106.5625,2,-1.2085155972648285,40.162461247126004,26.05049271009913
3ade132a-03fe-411b-aec2-3699cef73cb0,49.0,Male,Kevinside,1.0,Prepaid,Basic,1894.0,271.0,33.0,297.0,6.46,8.0,5.0,12.0,29.53,459.8,6.0,0.0,E-Check,3.0,21.45,3.0,947.0,135.5,6.0,12.5,15.06059613494923,0.06408420138888889,0.8571428571428571,145.69230769230768,2,-1.746603089298992,44.66518022344976,28.48034625923912
c8115388-aea4-4382-8645-a7eabda23bff,28.0,Male,North Michael,37.0,Prepaid,Basic,978.0,285.0,27.0,100.0,36.29,10.0,5.0,12.0,1.1,462.81,8.0,0.0,Credit Card,5.0,21.45,3.0,25.736842105263158,7.5,0.3157894736842105,0.7105263157894737,220.38571428571427,0.0023716608093831528,0.75,75.23076923076923,0,-4.616787231903212,-0.9193577435365805,22.993057031808846
ff4d4deb-5c66-4494-8afb-8861064c77bd,50.0,Female,Davidsonbury,1.0,Postpaid,Basic,1001.0,367.0,41.0,23.0,15.4,9.0,1.0,8.0,50.42,1.31,6.0,0.0,Credit Card,1.0,11.7,2.0,500.5,183.5,4.0,9.0,0.025476468300272267,21.826839826839826,0.7272727272727273,111.22222222222223,3,82.03898765988363,32.85711882487705,33.585285216376704
7329b8ea-4ded-448b-ab15-3819eb9c0c2c,57.0,Female,North Brenda,1.0,Postpaid,Basic,495.0,404.0,32.0,150.0,11.04,0.0,0.0,10.0,50.42,250.79,5.0,0.0,Credit Card,5.0,17.87,0.0,247.5,202.0,5.0,5.0,4.877285103072734,0.20024623694348467,10.0,45.0,2,-1.1301007444087527,27.61323957596411,19.064013869462087
64547e3c-ba1a-45af-ae57-bdd90e15b0fe,61.0,Female,Karenbury,34.0,Prepaid,Premium,1266.0,492.0,127.0,206.0,9.38,8.0,1.0,12.0,99.02,1.56,5.0,1.0,Debit Card,3.0,23.21,3.0,36.17142857142857,14.057142857142857,0.34285714285714286,0.6,0.015596880623875226,38.6796875,1.2,97.38461538461539,3,146.73834518592307,-0.6771906018645211,65.24046239464167
f84bf27f-1616-4f99-964e-e77eef829f0f,53.0,Female,Pearsonland,1.0,Postpaid,Premium,219.0,387.0,37.0,150.0,15.24,1.0,1.0,12.0,43.69,154.82,1.0,0.0,Credit Card,2.0,25.05,3.0,109.5,193.5,6.0,7.0,3.4643096889684495,0.28038762674881273,4.0,16.846153846153847,2,-0.802241498524892,29.42933989303397,20.11509019064684
12bae713-a9bd-4fbf-948b-047fd77addfd,56.0,Female,New Cynthiahaven,1.0,Postpaid,Basic,1836.0,227.0,41.0,13.0,18.25,1.0,2.0,0.0,41.05,250.79,3.0,1.0,Credit Card,1.0,36.67,3.0,918.0,113.5,0.0,1.5,5.964090368608799,0.1630326859684658,0.0,1836.0,2,-1.2991768886748374,17.87293115149469,24.89929959207522
49383dc5-94c3-45f7-a2ca-3c6cacf245fb,76.0,Female,East Stephanie,1.0,Prepaid,Standard,1066.0,315.0,41.0,262.0,18.67,6.0,2.0,14.0,44.3,440.7,3.0,0.0,E-Check,3.0,30.01,3.0,533.0,157.5,7.0,11.0,9.728476821192054,0.10029431741000679,1.5555555555555556,71.06666666666666,2,-1.5514161969045495,40.124865420054405,23.714038212601707
4cfc2ee6-53de-44aa-8ffd-546d1927edc7,72.0,Male,Paulahaven,49.0,Postpaid,Basic,245.0,365.0,88.0,39.0,12.52,0.0,0.0,13.0,83.0,1.44,5.0,1.0,E-Check,3.0,14.88,1.0,4.9,7.3,0.26,0.26,0.017142857142857144,34.01639344262295,13.0,17.5,3,128.81775485477974,-1.8625878436092496,48.83446984633872
dad11919-9ff1-4cf1-aba8-0afde465f3ae,31.0,Male,Lisafurt,1.0,Prepaid,Premium,66.0,47.0,100.0,98.0,7.35,9.0,2.0,10.0,90.28,100.04,6.0,1.0,Credit Card,0.0,21.45,0.0,33.0,23.5,5.0,10.5,1.095968448729185,0.893507521773555,0.8333333333333334,6.0,2,1.570771187822574,21.108833250503018,19.17342646315831
e4b675ee-43b6-46bf-935d-96a68974f138,75.0,Female,Ronniehaven,1.0,Prepaid,Standard,118.0,31.0,49.0,126.0,12.54,5.0,3.0,13.0,50.42,68.25,6.0,1.0,Credit Card,5.0,4.95,3.0,59.0,15.5,6.5,10.5,1.3273045507584598,0.728086642599278,1.4444444444444444,8.428571428571429,2,0.9370617143189137,23.856440069300405,22.371181355120104
8cb12b54-579c-40af-ad5a-a70559d5114f,34.0,Female,Thompsonborough,57.0,Prepaid,Basic,1887.0,368.0,124.0,271.0,13.51,4.0,2.0,4.0,99.82,2.03,5.0,1.0,Debit Card,5.0,39.38,1.0,32.53448275862069,6.344827586206897,0.06896551724137931,0.1724137931034483,0.020134893870263838,32.943894389438945,0.5714285714285714,377.4,3,124.69605218969774,-2.2785090609673437,43.206262208864814
c24d85a2-3bb5-4344-ac3c-aa53b1294397,47.0,Male,North Michael,1.0,Prepaid,Basic,1497.0,250.0,29.0,150.0,43.55,5.0,2.0,13.0,27.0,119.64,4.0,1.0,E-Check,5.0,30.02,2.0,748.5,125.0,6.5,10.0,4.272857142857143,0.22380636604774537,1.625,106.92857142857143,2,-1.0089966250668145,39.15654279226696,22.602291887847244
5baeda6e-e318-453d-9465-b273d246cf4e,29.0,Female,South Brittney,1.0,Prepaid,Premium,131.0,456.0,32.0,150.0,39.1,2.0,2.0,10.0,28.29,356.02,9.0,1.0,Credit Card,3.0,19.37,2.0,65.5,228.0,5.0,7.0,12.155001707067258,0.07923925830485687,2.0,11.909090909090908,2,-1.6847469890969058,28.842521758987743,21.470451223950448
41fd4282-7b41-47cf-94dd-e97a97456cae,24.0,Female,South Allison,1.0,Postpaid,Basic,974.0,409.0,29.0,59.0,24.98,2.0,2.0,0.0,25.49,327.93,9.0,1.0,Debit Card,1.0,30.24,3.0,487.0,204.5,0.0,2.0,12.379388448471122,0.07749369166692001,0.0,974.0,2,-1.7104974477937205,17.700871082249947,20.342904503573514
7033f30d-5723-46fa-800c-238b786af82e,58.0,Female,Alexisside,30.0,Postpaid,Standard,1942.0,188.0,45.0,150.0,24.68,10.0,2.0,4.0,53.8,2.49,9.0,1.0,Debit Card,1.0,15.79,1.0,62.645161290322584,6.064516129032258,0.12903225806451613,0.5161290322580645,0.04543795620437957,15.415472779369626,0.3076923076923077,388.4,3,57.346740304153755,-1.151698434206005,24.518461799609668
7c662116-8e3a-4720-b5f7-31b6bdcb0b04,56.0,Female,North Michael,3.0,Postpaid,Basic,1454.0,73.0,126.0,19.0,37.46,9.0,5.0,15.0,99.96,9.42,5.0,1.0,Credit Card,4.0,35.32,2.0,363.5,18.25,3.75,7.25,0.09330427892234548,9.593090211132438,1.0,90.875,1,35.009360570381055,19.050740873023486,25.681414448724645
57d067e1-8c83-4d85-8229-8849523622ee,51.0,Male,Neilberg,1.0,Postpaid,Premium,1153.0,472.0,31.0,139.0,39.21,10.0,2.0,5.0,19.23,224.34,9.0,0.0,Debit Card,2.0,9.2,1.0,576.5,236.0,2.5,8.5,11.089471082550666,0.08533771190201474,0.38461538461538464,192.16666666666666,2,-1.6368588993261142,33.593479154738056,21.019495793759294
f671c801-a127-4ea3-969e-8f3f6923e14c,79.0,Female,East Vanessa,1.0,Postpaid,Standard,1026.0,75.0,113.0,192.0,19.97,5.0,1.0,14.0,94.94,120.48,2.0,0.0,Credit Card,1.0,32.51,3.0,513.0,37.5,7.0,10.0,1.2557848655409631,0.7815278235100428,2.0,68.4,2,1.1589714683255106,31.835505989795706,21.39967840007444
861c93a7-c7ce-4803-9523-d14693293071,75.0,Male,Lake Andrewside,9.0,Prepaid,Standard,185.0,98.0,64.0,102.0,4.18,2.0,5.0,8.0,71.33,3.83,5.0,1.0,Credit Card,0.0,28.92,1.0,18.5,9.8,0.8,1.5,0.05295174892852205,14.768115942028984,1.0,20.555555555555557,3,54.86304461351533,1.0399549567153619,27.088170064396543
fc6ddbd3-8eb3-4921-b11b-888d3e1f74bd,18.0,Female,East Courtney,1.0,Prepaid,Basic,1677.0,314.0,58.0,300.0,38.72,1.0,0.0,3.0,65.24,9.13,2.0,1.0,E-Check,2.0,1.71,1.0,838.5,157.0,1.5,2.0,0.13783212560386476,6.440276406712734,1.5,419.25,1,22.901938452541458,22.887392862132756,29.954120926652717
397d32e5-730b-4003-b2aa-c4492fbb8b8e,60.0,Female,Johnfurt,1.0,Postpaid,Premium,217.0,111.0,53.0,105.0,41.29,9.0,3.0,15.0,61.57,193.39,7.0,0.0,E-Check,1.0,22.28,1.0,108.5,55.5,7.5,13.5,3.090778328272335,0.31673439991769126,1.1538461538461537,13.5625,2,-0.6516469204869946,32.3844418521548,27.480412226618807
99ea847e-84bb-4611-a847-296546609064,71.0,Female,Amberfort,1.0,Postpaid,Basic,1869.0,376.0,66.0,139.0,10.48,4.0,4.0,5.0,71.14,250.79,8.0,0.0,E-Check,5.0,12.34,0.0,934.5,188.0,2.5,6.5,3.4764347102855555,0.2825370348306128,0.5555555555555556,311.5,2,-0.7819919464729292,33.45856831494768,22.04284032642616
3db4b4a6-ac15-4b43-8bab-3f7c725478e3,77.0,Male,Port Leon,14.0,Prepaid,Basic,1282.0,126.0,35.0,50.0,33.28,8.0,2.0,15.0,36.08,1.84,8.0,1.0,E-Check,3.0,-1.45,1.0,85.46666666666667,8.4,1.0,1.6666666666666667,0.04962243797195254,12.704225352112676,1.3636363636363635,80.125,1,46.93551787418053,2.486528553660232,25.646519293832302
e7924679-9871-4041-b774-c947837b02fd,49.0,Female,West Susan,1.0,Prepaid,Basic,1741.0,67.0,49.0,83.0,24.98,8.0,2.0,1.0,56.88,476.55,4.0,1.0,Debit Card,3.0,5.82,2.0,870.5,33.5,0.5,5.5,8.233413959917069,0.11910794681185216,0.09090909090909091,870.5,2,-1.492926743803841,18.718602957403483,19.62616730581532
aeff9652-82cb-463e-89aa-651f02584491,60.0,Female,Port Breannaton,69.0,Prepaid,Basic,409.0,18.0,77.0,270.0,5.6,1.0,2.0,6.0,77.35,4.36,5.0,1.0,Credit Card,3.0,-4.84,0.0,5.8428571428571425,0.2571428571428571,0.08571428571428572,0.12857142857142856,0.055647734524569246,14.43097014925373,1.5,58.42857142857143,3,53.5611475438634,-2.841998431431657,28.38425942003702
a5ec48ab-79fe-4de1-a917-e5afb5f3b430,53.0,Female,North Michael,1.0,Postpaid,Standard,1789.0,399.0,41.0,149.0,2.51,3.0,1.0,12.0,56.92,267.65,7.0,0.0,Credit Card,5.0,22.63,3.0,894.5,199.5,6.0,8.0,4.6210290055248615,0.2118741857435325,2.4,137.6153846153846,2,-1.054260511122884,42.036256078174105,25.93762717935186
7ed52bb7-490d-40e5-a22f-337bc83c54a1,63.0,Male,Englishfurt,63.0,Prepaid,Standard,1678.0,186.0,76.0,264.0,20.98,2.0,1.0,5.0,78.16,4.32,5.0,0.0,Credit Card,4.0,26.64,3.0,26.21875,2.90625,0.078125,0.125,0.05457301667508843,14.69172932330827,1.25,279.6666666666667,3,54.56353667606607,-2.4560368079725174,27.331657153925914
35f51ae8-5a00-4623-b4d2-e6b4d194e4ad,49.0,Female,Durhamberg,1.0,Postpaid,Premium,1930.0,393.0,28.0,10.0,27.8,0.0,0.0,6.0,50.42,287.31,3.0,0.0,Debit Card,1.0,30.97,2.0,965.0,196.5,3.0,3.0,5.587514585764294,0.17488120425930423,6.0,275.7142857142857,2,-1.226011629829282,31.103634231519763,24.074996556501503
d12817ce-142b-4b2d-8d2a-93f535ded4e5,49.0,Female,North Michael,54.0,Prepaid,Basic,1878.0,85.0,22.0,46.0,20.02,0.0,2.0,9.0,1.28,470.06,6.0,1.0,Credit Card,0.0,43.56,0.0,34.14545454545455,1.5454545454545454,0.16363636363636364,0.2,206.16666666666666,0.0027172759308792937,3.0,187.8,0,-4.440504428283323,-2.0681023027392875,20.78761584866945
abda7658-9f7a-42da-b027-bc243f13b170,38.0,Female,Nancybury,1.0,Postpaid,Standard,1001.0,217.0,41.0,79.0,21.34,5.0,3.0,13.0,21.95,362.68,10.0,0.0,Credit Card,3.0,40.74,1.0,500.5,108.5,6.5,10.5,15.803050108932462,0.060355257369115706,1.4444444444444444,71.5,2,-1.7881504340174104,35.33694871546648,19.919319593048627
6483c34f-b4b1-47e9-8b84-1eb9c6c514c2,28.0,Female,Hernandezberg,1.0,Prepaid,Standard,431.0,364.0,38.0,86.0,14.09,10.0,3.0,9.0,53.04,219.34,9.0,1.0,Credit Card,2.0,40.67,3.0,215.5,182.0,4.5,11.0,4.058845299777943,0.2407188889897431,0.6428571428571429,43.1,2,-0.9563426727138239,32.313457265683766,19.432728255465125
de38baa9-6553-40c5-b47a-f6ea84285f84,41.0,Female,East Emilyville,1.0,Postpaid,Premium,1061.0,445.0,41.0,3.0,24.98,10.0,0.0,8.0,88.12,378.28,7.0,1.0,Credit Card,4.0,2.74,1.0,530.5,222.5,4.0,9.0,4.244614003590664,0.23233495043239827,0.7272727272727273,117.88888888888889,2,-0.983797736907661,35.63846464959379,20.27647437091097
6bb1cd19-92f2-48ad-9e6b-48b51f96f903,76.0,Male,Port Matthew,61.0,Postpaid,Basic,1643.0,99.0,30.0,257.0,49.38,7.0,2.0,4.0,1.03,397.64,5.0,1.0,E-Check,4.0,7.0,0.0,26.5,1.596774193548387,0.06451612903225806,0.20967741935483872,195.88177339901475,0.0025837848685530806,0.4,328.6,0,-4.3137030874200395,-2.4297458689373115,19.12526701283099
88a104a4-89f5-4153-bd46-d43bf5a3acd4,56.0,Female,New Christopherfurt,49.0,Postpaid,Basic,447.0,33.0,109.0,90.0,24.98,5.0,2.0,10.0,94.07,2.17,8.0,1.0,Debit Card,4.0,37.3,1.0,8.94,0.66,0.2,0.34,0.022825286630903545,29.67507886435331,1.25,40.63636363636363,3,112.13624793860743,-2.365644409474589,30.635662849571236
